sample_ratio,mean,ci_lower,ci_upper
0.018000000000000002,0.00011365651183618914,6.910616337583803e-05,0.00015820686029654026
0.019,8.608667206143145e-05,4.835956405566521e-05,0.0001238137800671977
0.02,0.00010244390171941845,6.228840570813977e-05,0.00014259939773069713
0.021,7.391586818077487e-05,4.0680858366802546e-05,0.0001071508779947472
0.022,9.281224824677663e-05,5.6431972838969845e-05,0.0001291925236545834
0.023,9.967960128159487e-05,6.276005411072247e-05,0.00013659914845246728
0.024,0.00010893097860867908,7.119084960584927e-05,0.0001466711076115089
0.025,0.00010137046326301711,6.568764969739393e-05,0.0001370532768286403
0.026000000000000002,0.0001005985614405714,6.574514450612826e-05,0.00013545197837501455
0.027,8.468809073724008e-05,5.332092537801345e-05,0.0001160552560964667
0.028,0.00011396011396011396,7.819611403077719e-05,0.00014972411388945072
0.029,0.00011260754020089185,7.7712540049582e-05,0.0001475025403522017
0.03,9.258351577732031e-05,6.146461708912626e-05,0.00012370241446551437
0.031,9.487265980772474e-05,6.388282420887183e-05,0.00012586249540657765
0.032,0.00010207310475762741,7.044237951278772e-05,0.0001337038300024671
0.033,9.176018352036704e-05,6.219480672396878e-05,0.0001213255603167653
0.034,8.17258578210444e-05,5.425626901549425e-05,0.00010919544662659455
0.035,0.00010520999915832001,7.44718480909364e-05,0.00013594815022570361
0.036000000000000004,9.299245173464944e-05,6.452914510369014e-05,0.00012145575836560874
0.037,7.285910153688547e-05,4.800141250136928e-05,9.771679057240165e-05
0.038,0.00010534825121902976,7.58527282075991e-05,0.00013484377423046042
0.039,8.167864271039058e-05,5.6045130338683554e-05,0.0001073121550820976
0.04,0.00010204081632653062,7.375840917358878e-05,0.00013032322347947245
0.041,7.78033132241693e-05,5.338596675889245e-05,0.00010222065968944614
0.042,9.142385851477078e-05,6.528778757814189e-05,0.00011755992945139968
0.043000000000000003,8.180737217598098e-05,5.7356747797354364e-05,0.00010625799655460759
0.044,8.909413537853871e-05,6.389076502811541e-05,0.00011429750572896201
0.045,9.989755959343509e-05,7.349772044199166e-05,0.00012629739874487852
0.046,5.688888888888889e-05,3.717875745469302e-05,7.659902032308476e-05
0.047,9.398430810144736e-05,6.891816913365687e-05,0.00011905044706923785
0.048,5.624143596316016e-05,3.705313265866668e-05,7.542973926765364e-05
0.049,0.00010015423752578972,7.481338126700269e-05,0.00012549509378457675
0.05,8.993923378313853e-05,6.617096153283061e-05,0.00011370750603344644
0.051000000000000004,9.774074667521231e-05,7.321406520098656e-05,0.00012226742814943806
0.052000000000000005,9.107982990056595e-05,6.764090470911323e-05,0.00011451875509201867
0.053,8.641641911963272e-05,6.378390895210156e-05,0.00010904892928716389
0.054,8.321116421496319e-05,6.122085184234483e-05,0.00010520147658758154
0.055,8.774538964901844e-05,6.535671205996977e-05,0.0001101340672380671
0.056,8.897523862867278e-05,6.66480471545152e-05,0.00011130243010283036
0.057,0.00011043780702068917,8.577187186655373e-05,0.0001351037421748246
0.058,0.00011284070841396742,8.811518779646599e-05,0.00013756622903146886
0.059000000000000004,6.782006920415225e-05,4.883139775178097e-05,8.680874065652354e-05
0.06,8.850172033728686e-05,6.698753438014148e-05,0.00011001590629443224
0.061,7.903592249657065e-05,5.886942653092219e-05,9.92024184622191e-05
0.062,0.00010413357569654157,8.117189400101514e-05,0.000127095257392068
0.063,0.00010118253848828099,7.872897106667508e-05,0.00012363610590988692
0.064,8.937406237032782e-05,6.843813949200766e-05,0.00011030998524864797
0.065,0.00010557220133121518,8.299677123985035e-05,0.00012814763142258
0.066,8.166285367130207e-05,6.19620537306517e-05,0.00010136365361195244
0.067,8.05836207685968e-05,6.114317101418764e-05,0.00010002407052300596
0.068,9.618344105878732e-05,7.510767283084086e-05,0.00011725920928673379
0.069,0.00010182805031252924,8.030791188548379e-05,0.00012334818873957468
0.07,0.00010029435226175427,7.90983269331713e-05,0.00012149037759033724
0.07100000000000001,9.555342702941664e-05,7.49975780896093e-05,0.00011610927596922398
0.07200000000000001,7.939019258926577e-05,6.079290834762962e-05,9.798747683090192e-05
0.073,9.406231628453851e-05,7.39480348455506e-05,0.00011417659772352642
0.074,9.93044276534143e-05,7.878927731891678e-05,0.00011981957798791183
0.075,8.498916932893424e-05,6.612895049066254e-05,0.00010384938816720594
0.076,0.00010438008987448563,8.360906036991374e-05,0.00012515111937905752
0.077,8.90924344613779e-05,7.004086690717636e-05,0.00010814400201557945
0.078,0.00012152590439892345,9.941215693162408e-05,0.00014363965186622282
0.079,0.00010866314322112742,8.787992123124025e-05,0.00012944636521101458
0.08,8.076710345652532e-05,6.29575810264804e-05,9.857662588657025e-05
0.081,9.979677747133111e-05,8.013937685799665e-05,0.00011945417808466557
0.082,0.00010956131648877893,8.908810663073523e-05,0.00013003452634682264
0.083,9.054547745023936e-05,7.20441875201832e-05,0.00010904676738029552
0.084,0.00010601091620663764,8.611045547489263e-05,0.00012591137693838267
0.085,0.0001124567474048443,9.208083939445456e-05,0.00013283265541523404
0.08600000000000001,0.00010259567046270647,8.324733211631646e-05,0.00012194400880909649
0.08700000000000001,9.295565170362358e-05,7.464571659310744e-05,0.00011126558681413972
0.088,7.70341660448246e-05,6.046211008277942e-05,9.360622200686978e-05
0.089,8.440862582757152e-05,6.716123681235693e-05,0.00010165601484278612
0.09,8.435374149659864e-05,6.721048500532064e-05,0.00010149699798787664
0.091,9.164214640282114e-05,7.385836856852892e-05,0.00010942592423711336
0.092,7.550716385321052e-05,5.945583290652251e-05,9.155849479989853e-05
0.093,7.290364685122123e-05,5.722014211544323e-05,8.858715158699923e-05
0.094,9.0330392094701e-05,7.297052699521742e-05,0.00010769025719418458
0.095,7.14234082906227e-05,5.6058331157953955e-05,8.678848542329146e-05
0.096,8.765539684917144e-05,7.072801714430189e-05,0.000104582776554041
0.097,9.174311926605505e-05,7.452090267884485e-05,0.00010896533585326524
0.098,8.006505285544505e-05,6.404961922246802e-05,9.608048648842209e-05
0.099,7.177027572160062e-05,5.668969356748578e-05,8.685085787571546e-05
0.2,9.064091702477315e-05,7.871816491586971e-05,0.00010256366913367658
0.5,8.936921346596357e-05,8.188022644679268e-05,9.685820048513445e-05
0.75,9.328438424850176e-05,8.7039182786459e-05,9.952958571054452e-05
1,9.338775510204081e-05,8.797641543359731e-05,9.879909477048431e-05
